artigoEmPeriodico	 	2017	1932-6203	http://dx.doi.org/10.1371/journal.pone.0170026	New Composites LnBDC@AC and CB[6]@AC: From Design toward Selective Adsorption of Methylene Blue or Methyl Orange	Plos One	SANTOS, GUILHERME DE C. ; BARROS, AMANDA L. ; DE OLIVEIRA, CARLOS A. F. ; DA LUZ, LEONIS L. ; DA SILVA, FAUSTHON F. ; DEMETS, GRÉGOIRE J.-F. ; Alves Júnior, Severino	A1	
artigoEmPeriodico	 	2017	0950-7116	http://dx.doi.org/10.1080/09507116.2017.1347323	Friction stir welding of duplex stainless steels	WELDING INTERNATIONAL	Santos, Tiago Felipe de Abreu; TORRES, EDWAR ANDRÉS ; RAMIREZ, ANTONIO JOSE	B3	
artigoEmPeriodico	 	2017	1040-0397	http://dx.doi.org/10.1002/elan.201700384	Voltammetric Determination of Captopril on a Glassy Carbon Electrode Modified with Copper Metal-Organic Framework	ELECTROANALYSIS	SILVA'VASCONCELOS, WELLYTON ; DA'SILVA, GILVALDO GENTIL ; ALVES'JUNIOR, SEVERINO ; DOS'ANJOS, JANAÍNA VERSIANI ; DA'CUNHA'AREIAS, MADALENA CARNEIRO	Qualis nao identificado	ELECTROANALYSIS
artigoEmPeriodico	 	2017	1944-8244	http://dx.doi.org/10.1021/acsami.6b15667	Lanthanide-Organic Gels (LOGs) as a Multifunctional Supramolecular Smart Platform	ACS Applied Materials & Interfaces	SILVA, JOSÉ YAGO RODRIGUES ; DA LUZ, LEONIS LOURENÇO ; MAURICIO, FILIPE GABRIEL MARTINEZ ; VASCONCELOS ALVES, IANE BEZERRA ; FERRO, JAMYLLE NUNES DE SOUZA ; BARRETO, EMILIANO ; WEBER, INGRID TAVORA ; DE AZEVEDO, WALTER MENDES ; Júnior, Severino Alves	A1	ACS APPLIED MATERIALS & INTERFACES (ONLINE)
artigoEmPeriodico	 	2017	0022-4596	http://dx.doi.org/10.1016/j.jssc.2017.04.002	Structural and spectroscopic investigation of new luminescent hybrid materials based on calix[4]arene-tetracarboxylate and Ln 3+ ions (Ln = Gd, Tb or Eu)	Journal of Solid State Chemistry (Print)	VIANA, R.S. ; OLIVEIRA, C.A.F. ; CHOJNACKI, J. ; Barros, B.S. ; ALVES-JR, S. ; KULESZA, J.	B1	JOURNAL OF SOLID STATE ELECTROCHEMISTRY (PRINT)
artigoEmPeriodico	 	2017	0112-1788		Economia de Defesa: Resposta Tecnológica Para os Desafios Orçamentários do Cenário Estratégico do Brasil	Revista da Escola Superior de Guerra	WALKER, M. S. ; GAMA NETO, R. B.	Qualis nao identificado	Revista da Escola Superior de Guerra
trabalhoCompletoEmCongresso	 	2020	http://dx.doi.org/10.29327/conemi.291087	FABRICAÇÃO DE UMA LIGA EQUIATÔMICA DE TINI COM EFEITO MEMÓRIA DE FORMA PELO MÉTODO PLASMA SKUL-PUSH PULL	20XX CONEMI	TENORIO LUNA DA SILVA, TARSILA ; STEPHANY DE SOUZA VIRGOLINO, FILLIPE ; AUGUSTO DO NASCIMENTO OLIVEIRA, CARLOS ; OLIMPIO DE ARAUJO FILHO, OSCAR ; HENRIQUE GONZALEZ, CEZAR		
trabalhoCompletoEmCongresso	 	2019	http://dx.doi.org/10.26678/abcm.cobef2019.cof2019-0590	EQUAL CHANNEL ANGULAR PRESSING AS A VIABLE MANUFACTURING PROCESS TO INCREASE HARDNESS OF COMMERCIALLY PURE ALUMINUM (AL 1050)	COBEF 2019	SOUSA, GUILHERME ; BRAGA, ERIKA ; SILVA, MOISÉS ; BEZERRA DE SANTANA, THIAGO HENRIQUE ; ABREU SANTOS, TIAGO FELIPE ; ABREU, HAMILTON		
trabalhoCompletoEmCongresso	 	2018		Study of the Dynamic Properties of a SMA Mechanically Shaped by Hot Rolling and ECAE	24nd Congress of Mechanical Engineerin	Barbosa, P. S. S ; SILVA, N. J. ; Gonzalez, C. H. ; OLIVEIRA, C. A. N. ; ARAÚJO, CARLOS JOSÉ DE		
trabalhoCompletoEmCongresso	 	2018		INFLUÊNCIA DOS TRATAMENTOS TÉRMICOS E COMPOSIÇÃO DE LIGA NAS TEMPERATURAS DE TRANSFORMAÇÃO MARTENSÍTICA EM LIGAS NI-TI COM EFEITO MEMÓRIA DE FORMA	X Congresso Nacional de Engenharia Mecânica	CARDOSO, MIRELLA ; GONZALEZ, Cezar Henrique ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2018		22nd European Conference on Fracture	22nd European Conference on Fracture	FURUTA, Y. ; NISHIZONO, Y. ; AIHARA, S. ; YANAGIMOTO, F. ; KAWABATA, T. ; SHIBANUMA, K. ; OLIVEIRA, C. A. N. ; SHINOHARA, A. H.		
trabalhoCompletoEmCongresso	 	2018		Metodologia para Qualificação de Procedimentos de Soldagem de Tubulações Industriais Conforme Parâmetros dos Códigos ASME B31.3 e ASME SECTION IX	XLIV Congresso Nacional de Soldagem	MACENA, V. A. ; NASCIMENTO, F. A. ; APOLINARIO, L. H. R. ; PICCHI, I. B. M. ; HERMENEGILDO, T.F.C. ; SANTOS, T.F.A.		
trabalhoCompletoEmCongresso	 	2018		Características Geométricas e Microestruturais de Juntas Soldadas por Costura Helicoidal em Campo do Aço ASTM-A1018	XLIV Congresso Nacional de Soldagem	SILVA, A. C. S. ; MACENA, V. A. ; SILVA JR, D. C. ; PEREIRA, R. M. L. ; CARVALHO, K. K. ; HERMENEGILDO, T.F.C. ; SANTOS, T. F. A.		
trabalhoCompletoEmCongresso	 	2018		Soldagem em Campo de Tubulação com Costura Helicoidal por Arco Submerso	X Congresso Nacional de Engenharia Mecânica	SILVA, A. C. S. ; PICCHI, I. B. M. ; APOLINARIO, L. H. R. ; HERMENEGILDO, T.F.C. ; SANTOS, T.F.A.		
trabalhoCompletoEmCongresso	 	2018		Avaliação da morfologia micro-nanométrica e resistência à corrosão de revestimentos super-hidrofóbicos desenvolvidos em liga de alumínio 5052	Intercorr 2018	SILVA, R. G. C. ; MALTA, M. I. C. ; ARAUJO, W. D. O. ; URTIGA FILHO, S. L. ; Oliveira S. H. ; VIIEIRA, M. R. S.		
trabalhoCompletoEmCongresso	 	2018	http://dx.doi.org/10.3217/978-3-85125-615-4-33	A proposal for thermal computational model for API 5L-X80 steel friction stir welds based on thermocouples measurements	12th International Seminar Numerical Analysis of Weldability	SOUSA, G. G. ; MONTOYA, M. ; BOUCHONNEAU, N. S. ; HERMENEGILDO, T. F. C. ; SANTOS, T. F. A.		
trabalhoCompletoEmCongresso	 	2018		O PAPEL DA TECNOLOGIA NA CONCEPÇÃO DE TRANSFORMAÇÃO DO EXÉRCITO BRASILEIRO: CAÍMOS NA ARMADILHA DA REVOLUÇÃO DOS ASSUNTOS MILITARES	10 Encontro Nacional da Associação Brasileira de Estudos de Defesa	TEIXEIRA, A. ; GAMA NETO, R. B.		
trabalhoCompletoEmCongresso	 	2017		IN SITU ELECTROCHEMICAL SENSITIZATION OF Bi2S3 QDs ON TiO2 NANOTUBES FILMS WITH ENHANCED VISIBLE LIGHT PHOTOELECTROCHEMICAL CONVERSION	XVI SBPMAT	G. Machado; FREITAS, D. V. ; NAVARRO, M. ; Johan René González Moya ; SILVA, R. R. ; SOARES, T. A. S. ; OLIVEIRA, D. M. ; MANSUR, H. S.		
trabalhoCompletoEmCongresso	 	2017		Utilização de cartas de controle para ajuste de intervalos de calibração	III SEMANA DAS ENGENHARIAS / II CONGRESSO DE ENGENHARIA	Oliveira, Eduardo José Alecio ; M, S. ; Oliveira, José Eduardo ; SENA, D. A. G ; SILVA, N. G ; SOARES, A. M. F. ; MARQUES, J. J. S ; SILVA, A. M. ; ARAUJO, R. P. ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2017		Determinação da incerteza da medição indireta da distância entre centros de plugues de acordo com o novo padrão brasileiro	III SEMANA DAS ENGENHARIAS / II CONGRESSO DE ENGENHARIA.	Oliveira, José Eduardo ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2017		Estruturação do Software SQUAL AUDITORIAS aplicado à ISO 9001	III SEMANA DAS ENGENHARIAS / II CONGRESSO DE ENGENHARIA	Oliveira, José Eduardo ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2017		Estudo comparativo do uso dos métodos A1, A2 e Método de Schumacher para o estabelecimento dos intervalos de calibração	III SEMANA DAS ENGENHARIAS / II CONGRESSO DE ENGENHARIA	Oliveira, José Eduardo ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2017		Aplicação dos métodos A1, A2 e Schumacher no ajuste do intervalo de calibração de célula de torque	Congresso Internacional de Metrologia Mecânica	Oliveira, José Eduardo ; OLIVEIRA, C. A. N.		
trabalhoCompletoEmCongresso	 	2017		CATALISADORES DE Co-Ru/SiO2 APLICADOS A SINTESE DE FISCHER-TROPSCH: COMPARAÇAO ENTRE SISTEMAS EM PO E ESTRUTURADO	19 CONGRESSO BRASILEIRO DE CATALISE E IX CONGRESSO MERCOSUL DE CATALISE	RIBEIRO, A. T. S. ; BEZERRA, V. V. ; BARTOLOMEU, R. A. ; MELO, R.S.F ; SILVA, A. O. ; G. Machado ; ALMEIDA, L. C.		
trabalhoCompletoEmCongresso	 	2017		ESTUDOS DE VARIAVEIS DE PREPARAÇAO DE FILMES CATALITICOS DE TIO2 SUPORTADOS EM PET PARA FOTODEGRADAÇAO DO CORANTE REACTIVE BLACK 5	19 CONGRESSO BRASILEIRO DE CATALISE E IX CONGRESSO MERCOSUL DE CATALISE	RIBEIRO, L. N. ; FONSECA, A. C. ; G. Machado ; ALMEIDA, L. C.		
trabalhoCompletoEmCongresso	 	2017		INFLUENCE OF NEW IONIC LIQUID BTDCVI MIXED IODIDE ELECTROLYTE ON THE PHOTOVOLTAIC PERFORMANCE OF DYE SENSITIZED SOLAR CELLS	XVI SBPMAT	SOARES, T. A. S. ; BARRETO, P. B. ; BEZERRA, Y. ; RICHELLE, I. ; Johan René González Moya ; BRENNO NETO, ; G. Machado		
trabalhoCompletoEmCongresso	 	2017		NANOESTRUTURADO DE TINB2O7: CONTROLE DA AREA SUPERFICIAL ESPECIFICA E AVALIAÇAO DOS EFEITOS SOBRE A FOTOGERAÇAO DE H2	19 CONGRESSO BRASILEIRO DE CATALISE E IX CONGRESSO MERCOSUL DE CATALISE	SOARES, T. A. S. ; HOLANDA, L. C. ; DUARTE, GIAN CARLOS SILVA ; ALMEIDA, L. C. ; G. Machado		
trabalhoCompletoEmCongresso	 	2017	http://dx.doi.org/10.5151/1516-392x-30091	CARACTERIZAÇÃO DE UMA JUNTA SOLDADA DE AÇO INOXIDÁVEL DUPLEX PELO PROCESSO TIG NA RAIZ E ENCHIMENTO COM PROCESSO MIG-MAG	72º Congresso Anual da ABM	VICENTE, ANDRÉ DE ALBUQUERQUE ; CABRAL, DÉBORA ARRUDA ; BUENO, ALEXANDRE ; TURRA, THIAGO VIANA DE OLIVEIRA ; Santos, Tiago Felipe de Abreu ; TENÓRIO, JORGE ALBERTO SOARES		
trabalhoCompletoEmCongresso	 	2017	http://dx.doi.org/10.5151/1516-392x-30248	CARACTERIZAÇÃO MICROESTRUTURAL E ANÁLISES QUÍMICAS SEMI-QUANTITATIVAS DAS FASES FERRITA E AUSTENITA EM AÇOS INOXIDÁVEIS DUPLEX	72º Congresso Anual da ABM	VICENTE, ANDRÉ DE ALBUQUERQUE ; CABRAL, DÉBORA ARRUDA ; COLETI, JORGE LUÍS ; TELLES, VICTOR BRIDI ; Santos, Tiago Felipe de Abreu ; TENÓRIO, JORGE ALBERTO SOARES		
trabalhoCompletoEmCongresso	 	2017	http://dx.doi.org/10.5151/1516-392x-30089	CINÉTICAS DE OXIDAÇÃO E CÁLCULO DA ENERGIA DE ATIVAÇÃO APARENTE PARA FORMAÇÃO DOS ÓXIDOS EM AÇO INOXIDÁVEL AUSTENÍTICOS LAMINADO 253 MA A ALTAS TEMPERATURAS AO AR	72º Congresso Anual da ABM	VICENTE, ANDRÉ DE ALBUQUERQUE ; CABRAL, DÉBORA ARRUDA ; MARQUES, IGOR JORDÃO ; Santos, Tiago Felipe de Abreu ; ESPINOSA, DENISE CROCCE ROMANO ; TENÓRIO, JORGE ALBERTO SOARES		
trabalhoCompletoEmCongresso	 	2017	http://dx.doi.org/10.5151/1516-392x-30090	CARACTERIZAÇÃO MICROESTRUTURAL DAS CAMADAS PROTETIVAS DE ÓXIDOS FORMADOS NAS SUPERFÍCIES DE UM AÇO INOXIDÁVEL AUSTENITICO LAMINADO (253 MA®) OXIDADO A ALTAS TEMPERATURAS AO AR	72º Congresso Anual da ABM	VICENTE, ANDRÉ DE ALBUQUERQUE ; CABRAL, DÉBORA ARRUDA ; MARQUES, IGOR JORDÃO ; Santos, Tiago Felipe de Abreu ; ESPINOSA, DENISE CROCCE ROMANO ; TENÓRIO, JORGE ALBERTO SOARES		
trabalhoCompletoEmCongresso	 	2017	http://dx.doi.org/10.5151/1516-392x-30127	POROSIDADE DE KIRKENDALL EM JUNTAS SOLDADAS DISSIMILARES ENTRE LIGA FE-CR-AL E AÇO INOXIDÁVEL AISI 310 APÓS TRATAMENTO ISOTÉRMICO A 1150oC AO AR	72º Congresso Anual da ABM	VICENTE, ANDRÉ DE ALBUQUERQUE ; LIMA, GIOVANI JONAS DE ; CABRAL, DÉBORA ARRUDA ; FAGGIAN, CARLOS ALBERTO ; Santos, Tiago Felipe de Abreu ; TENÓRIO, JORGE ALBERTO SOARES		
resumoExpandidoEmCongresso	 	2018	EFFICIENCY CONVERSION IMPROVEMENT OF DSSCs THROUGH THE INTRODUCTION OF BENZOTHIAZOLE IN THE ELECTROLYTE	XVII BRAZIL MRS MEETING- SBPMAT, 2018, NATAL. XVII BRAZIL MRS MEETING- SBPMAT 2018	CRUZ, L. S. ; SOARES, T. A. ; G. Machado		
resumoExpandidoEmCongresso	 	2018	AVALIAÇAO DE DIFERENTES LIQUIDOS IONICO NO DESEMPENHO DE CELULAS FOTOVOLTAICAS SENSIBILIZADAS POR CORANTE	CBECIMAT, 2018, FOZ DO IGUAÇU. 23 CONGRESSO BRASILEIRO DE ENGENHARIA E CIÊNCIA DOS MATERIAIS	CRUZ, L. S. ; SOARES, T. A. S. ; G. Machado		
resumoExpandidoEmCongresso	 	2018	Ti/TiO2 NANOTUBES ELECTRODES FPR PHOTOELECTROCHEMICAL DEGRADATION OF METHYLENE BLUE DYE FOR WATER TREATMENT	ACS BOSTON, 2018, BOSTON. ACS BOSTON	Johan René González Moya ; SANTOS, I. ; DARES, C. ; G. Machado		
resumoExpandidoEmCongresso	 	2018	PHOTOELECTROCHEMICAL DEGRADATION OF METHHYLENE BLUE DYE ON Ti/TiO2 NANOTUBES ELECTRODE	41 REUNIAL ANUAL DA SOCIEDADE BRASILEIRA DE QUIMICA, 2018, FOZ DO IGUAÇU. 41 REUNIAL ANUAL DA SOCIEDADE BRASILEIRA DE QUIMICA	Johan René González Moya ; SANTOS,I. M ; G. Machado		
resumoExpandidoEmCongresso	 	2018	SINTESE E CARACTERIZAÇAO DE OXIDOS DE Ti-Nb NANOTUBULARES APLICADOS COMO FOTOCATALIZADORES	CBECIMAT, 2018, FOZ DO IGUAÇU. 23 CONGRESSO BRASILEIRO DE ENGENHARIA E CIENCIAS DOS MATERIAIS	SOARES, T. A. S. ; ARAUJO, P. F. ; GONZÁLEZ-MOYA, JOHAN R ; G. Machado		
resumoExpandidoEmCongresso	 	2017	Síntese eletroquímica da MOF Cu-BDC e seu potencial como carreador de fármaco	II Mostra de Engenharia de Materiais da UFPE, 2018, Recife. Anais da II Mostra de Engenharia de Materiais da UFPE. Recife: Even3	FONSECA, J. D. S. ; Joanna Elzbieta Kulesza ; Barros, B. S. ; MONTEIRO, A. F. F.		
resumoExpandidoEmCongresso	 	2017	AÇAO DO OLEO ESSENCIAL DE TETRAGASTRIS CATUABA (BURSERACEAE) SOBRE A PRODUÇAO DE BIOFILMES BACTERIANOS FORMADOS POR LISTERIA MONOCYTOGENES E EENTEROCOCCUS FAECALIS	9 SIMPOSIO BRASILEIRO DE OLEOS ESSENCIAIS, 2017, CAXIAS DO SUL. 9 SIMPOSIO BRASILEIRO DE OLEOS ESSENCIAIS- SBOE	G. Machado; SILVA, RAYANE C.S. ; ARRUDA, ISABEL R.S. ; MALAFAIA, C. B.		
resumoExpandidoEmCongresso	 	2017	ASSEMBLY OF NANOSTRUCTURED SYSTEMS CONTAING GOLD AND TIO2 I	IUPAC 2017, 2017, SAO PAULO. IUPAC2017	GALVAO, R. ; CAMPOS, C. F. S. ; SILVA, G. M. M. E. ; G. Machado		
resumoExpandidoEmCongresso	 	2017	IMPACT OF ELECTRON TRANSFER ON PHOTOCATALYST TIO2/BIVO4 SENSITIZED WITH AU NANOPARTICLES SYSTEM FOR Z SCHEME HYDROGEN GENERATION	IUPAC 2017, 2017, SAO PAULO. IUPAC2017	GONCALVES, H. B. ; Johan René González Moya ; COSTA, J. C. S. ; G. Machado		
resumoExpandidoEmCongresso	 	2017	CHARGE TRANSFER INTERACTIONS IN TIO2/CDS AND TIO2/AU PHOTOANODE SYSTEMS FOR HYDROGEN GENERATION BY SOLAR ENERGY	IUPAC 2017, 2017, SAO PAULO. IUPAC2017	Johan René González Moya ; GALVAO, R. ; SOARES, T. A. S. ; OLIVEIRA, D. M. ; G. Machado		
resumoExpandidoEmCongresso	 	2017	Redes metalorgânicas à base de titânio (Ti-MOFs): um desafio inovador	II Mostra de Engenharia de Materiais da UFPE, 2017, Recife. Anais da II Mostra de Engenharia de Materiais da UFPE,. Recife	MOREIRA, C. V. C. ; BARROS, B.S.		
resumoExpandidoEmCongresso	 	2017	Luminescence processes in lower-rim substituted calix[4]arene-based hubrid materials	18th International Conference on Luminescence - ICL, 2017, João Pessoa. Program Book of ICL 2017	NASCIMENTO, J. F. S. ; LINS, I. M. S. ; OLIVEIRA, M. A. ; Barros, B S ; Kulesza, J.		
resumoExpandidoEmCongresso	 	2017	Gd-MOFs doped with Eu3+: synthesis, structure and photophysical properties	18th International Conference on Luminescence, 2017, João Pessoa. Program Bookf of ICL 2017	NASCIMENTO, J. F. S. ; OLIVEIRA, J. B. L. ; KULESZA, JOANNA ; ALVES JÚNIOR, Severino ; Barros, B S		
resumoExpandidoEmCongresso	 	2017	Síntese e caracterização de polímero de coordenação à base de calix[4]areno modificado e sua utilização na adsorção de BTEX	II Mostra de Engenharia de Materiais da UFPE, 2018, Recife. Anais da II Mostra de Engenharia de Materiais da UFPE.. Recife: Even3	OLIVEIRA, M. A. ; Joanna Elzbieta Kulesza ; FROS., A. C. O. ; Barros, B. S.		
